pt,eta,m
21.839237042821928,-2.2119597132703017,6.135163864189773
12.019482608698311,1.7377047604888636,6.671551849243312
4.373967011936127,-0.24526313838440209,2.500779052958485
4.25496424823028,0.9892011098399706,2.522418674135956
3.3439531295491505,-1.9436688109037532,3.3008672374479615
2.48768233091831,-0.8177598891625232,1.379658371166991
2.2464885078239307,1.7455644977280311,1.837506995364317
2.008639861620637,-1.5974788148568575,2.2159201558106147
1.986731603795744,-8.097398676240854,2.234241203271326
