pt,eta,m
21.839237042821928,-2.2119597132703035,6.135163864189773
12.019482608698311,1.7377047604888647,6.671551849243314
4.373967011936127,-0.24526313838440197,2.500779052958485
4.254964248230281,0.9892011098399707,2.5224186741359547
3.3439531295491505,-1.9436688109037505,3.300867237447981
2.487682330918309,-0.8177598891625233,1.3796583711669919
2.2464885078239303,1.7455644977280314,1.8375069953643175
2.0086398616206367,-1.5974788148568573,2.2159201558106165
1.9867316037957439,-8.097398676211913,2.234241203271326
